input	target
Gbé táàbù lọ́wọ́lọ́wọ́ lọ sí òsì	Move current tab to left
Gbé Táàbù Sósì	Move Tab Left
Fálù Ààyè Wúnrẹ̀n	Field Value
Kóòdù gbogbogbò UTF-8	Unicode UTF-8
Dá gbígbé àkójọpọ̀-ẹ̀rí lọ́wọ́lọ́wọ́ dúró	Stop current data transfer
Pa ìtàn ìwáròyìn rẹ rẹ́	Clear your browsing history
Korean ISO-2022-KR	Korean ISO-2022-KR
Kò sí lo kókó ètò kọ̀ǹpútà	Set System Time
Yọ àká-irinṣẹ́ tí a yàn náà	Remove the selected toolbar
Àtòjọ ID pánẹ́́ẹ̀lì	Panel ID list
Ṣí àmì-ìwé tí a yàn nínú táàbù tuntun	Open the selected bookmark in a new tab
Àwọn Gbàgede Agbègbè	Nearby Sites
Àtòjọ Fèrèsé	Window List
Àtòjọ ID pánẹ́́ẹ̀lì	Panel ID list
Yan ẹ̀yìn	Select background
Gbé Àwọn Àmì-ìwé Jáde	Export Bookmarks
Táàbù Tilẹ̀	Previous Tab
Gbà nígbà gbogbo	Always accept
Ṣàfihàn ìrànwọ́ ìtàn	Display history help
Baltic ISO-8859-4	Baltic ISO-8859-4
A kò rí áíkànnù	Icon not found
Mú àtòjọ àtòjọ-ètò inú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìsàmúlò-ètò ṣíṣẹ	History of Run Application dialog
Yan ẹ̀yìn	Select background
Táàbù Tókàn	Next Tab
Àtúnkì àtòjọ-ẹ̀yàn tó yípadà	Menu changed,reloading
páálí ìwé 's' kì ṣè nkan déédé tàbí amọnà	File 's' is not a regular file or directory.
Gbagbára iṣẹ́ ìtàn	Disable history
Yọọ́kúrò nínú Àká-irinṣẹ́	Remove from Toolbar
Mú ìṣàmúlò-ètò tó ń ṣe ségesège jáde pẹ̀lú ipá	Force a misbehaving application to quit
Ìgúnrégé wákàtí	hour format
Àṣìṣe kíkà ìwé 's' s	Error reading file 's' s
Ojú kọ̀ǹpútà d tí a ṣàfihàn s ti ní alábòójútó fèrèsé tẹ́lẹ̀ gbìyànjú lílo --ẹ̀yàn ìpààrọ̀ láti pà́àrọ̀ alábòójútó lọ́wọ́lọ́wọ́.	Screen d on display s already has a window manager try using the --replace option to replace the current window manager.
Atọ́ka árò lórí àwọn bọ́tìnì ìpamọ́	Arrows on hide buttons
Tẹ ibí láti dá àwọn fèrèsé tó farasin padà sípò.	Click here to restore hidden windows.
Ṣàfikún Èdè	Add Language
Irúfẹ́ ẹ̀yìn	Background type
Parí iṣẹ́	Log Out
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì òkè,ìsàlẹ̀,òsì tàbí ọ̀túnSize	Specify the initial orientation of the applet top,bottom,left or right
Turkish ISO-8859-9	Turkish ISO-8859-9
A sọ oríkì òǹlò s	User defined s
Tó bá jẹ́ òótọ́,a lo bọ́tìnì ipa àtòjọ-ẹ̀yàn gẹ́gẹ́ bíi ipa ti a ti lè̀ kọ́ àwọn àkóónú àtòjọ-ẹ̀yàn.Tó bá jẹ́ irọ́,a máa pa bọ́tìnì ipaàtòjọ-ẹ̀yàn tì.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ nǹkanàtòjọ-ẹ̀yàn.	If true,the menupath key is used as the path from which the menu contents should be constructed.If false,the menupath key is ignored.This key is only relevant if the objecttype key is menu-object.
Japanese ISO-2022-JP	Japanese ISO-2022-JP
s s	s s
Àṣẹ tí a fẹ́ rọ́ọ̀nù tí a bá tẹ	Command to run when clicked
Pánẹ́ẹ̀lì náà bá ìṣòro pàdé nígbà tó ń ki s.	The panel encountered a problem while loading s.
A kò lè lo Epiphany báyìí.Ìmúbẹ̀rẹ̀ Mozilla kùnà.	Epiphany can't be used now.Initialization failed.
Àṣìṣe ìyípadà ìwé 's' s	Error rewinding file 's' s
Àwọn àtòjọ-ètò fún ìbẹ̀rẹ̀ aláfikún	Additional startup programs
Pánẹ́ẹ̀lì Igun Ọ̀tún Tí A Fẹ̀	Right Expanded Edge Panel
Àká Àtòjọ-ẹ̀yàn	Menu Bar
Ààyè pánẹ́ẹ̀lì lórí ásìsì y.Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀.Nínú móòdù tí a fẹ̀,ṣe ni a pa bọ́tìnì yìí tì ni,a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó.	The location of the panel along the y-axis.This key is only relevant in un-expanded mode.In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Ṣàfikún àmì-ìwé fún ojú-ìwé lọ́wọ́lọ́wọ́	Add a bookmark for the current page
Cyrillic KOI8-R	Cyrillic KOI8-R
Wọ,kí o sì ju áíkànnù yìí sílẹ̀ láti ṣẹ̀dá líǹkì sí ojú-ìwé yìí	Drag and drop this icon to create a link to this page
Sọ ní pàtò orúkọ sáà tí a ó kì	Specify session management ID
Pípa ìtàn ìwáròyìn náà rẹ́ yóò mú ìpajẹ bá gbogbo àwọn líǹkì ìtàn ráúráú.	Clearing the browsing history will cause all history links to be permanently deleted.
Nọ́ńbà Atẹ̀léra	Serial Number
Ṣàgbéwọlé fódà	Download folder
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The command of the launcher is not set.
Yọọ́kúrò láti inú àkọlé yìí	Remove from this topic
Ṣàfihàn ìrànwọ́ ìtàn	Display history help
Àwọn Ìrísí-lẹ́tà Sítàì	Fonts Style
Àwọn àmì-ìwé FirefoxMozilla	FirefoxMozilla bookmarks
a d b Y	b d Y
Àwọn férémù inú ìṣàfarawé kọ̀ǹpútà ẹja	Frames in fish's animation
Ìgúnrégé àkànṣe	Clock Format
httpwww.google.comsearch qsieUTF-8oeUTF-8	httpwww.google.comsearch qsamp ieUTF-8amp oeUTF-8
Pa líǹkì ìtàn tí a yàn jẹ	Delete the selected history link
Gbé Àwọn Àmì-ìwé Jáde	Export Bookmarks…
Lẹ agbàròyìn dúró náà	Paste the clipboard
Orúkọ ẹja	Name of fish
Fi àwọn àmúwọlé si	Include NoDisplaytrue entries
Fi gbogbo àwọn àkọlé hàn	Show all topics
South European ISO-8859-3	South European ISO-8859-3
Dín ìwọ̀n àyọkà náà kù	Decrease the text size
Ṣí Líǹkì nínú Táàbù Tuntun	Open Link in New Tab
Èdè àwọn ìrísí-lẹ́tà tí a ṣẹ̀ yàn lọ́wọ́lọ́wọ́.Àwọn fálù tó fẹ̀sẹ̀múlẹ̀ ni ar arabic,x-baltic baltic languages,x-central-euro central european languages,x-cyrillic languages written with cyrillic alphabet,el greek,he hebrew,ja japanese,ko korean,zh-CN simplified chinese,th thai,zh-TW traditional chinese,tr turkish,x-unicode other languages,x-western languages written in latin script,x-tamil tamil and x-devanagari devanagari.	The currently selected fonts language.Valid values are ar arabic,x-baltic baltic languages,x-central-euro central european languages,x-cyrillic languages written with cyrillic alphabet,el greek,he hebrew,ja japanese,ko korean,zh-CN simplified chinese,th thai,zh-TW traditional chinese,tr turkish,x-unicode other languages,x-western languages written in latin script,x-tamil tamil and x-devanagari devanagari.
Sọ ní pàtò orúkọ sáà tí a ó kì	Specify session management ID
Ránṣẹ́ fún	Send for
Fi àtòjọ àwọn ìṣàmúlò-ètò mímọ̀ hàn	Show list of known applications
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Hibernate Anyway
Yí àwòrán po tí pánéẹ̀lì bá wà ní òòró	Rotate image when panel is vertical
Fikún Pánẹ́ẹ̀lì.	Add to Panel.
Japanese EUC-JP	Japanese EUC-JP
Àwọn Àbùdá Pánẹ́ẹ̀lì	Drawer Properties
Cyrillic KOI8-R	Cyrillic KOI8-R
Yan èdè kan	Choose a language
Hebrew ISO-8859-8-I	Hebrew ISO-8859-8-I
páálí ìwé 's' kì ṣè nkan déédé tàbí amọnà	File 's' is not a regular file or directory.
Yan gbogbo àwọn àmì-ìwé tàbí àyọkà	Select all bookmarks or text
Ápúlẹ́ẹ̀tì tó ní ìṣàlàyé pánẹ́ẹ̀lì nínú	Specify file containing saved configuration
Ń sọ ní pàtó oye ìdádúró ọ̀kẹ́-ìṣísẹ̀ lẹ́yìn tí atọ́ka náà ti jáde lágbègbè náà kí pánẹ́ẹ̀lì tó di pípamọ́.Ìgbà tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́ nìkan ni bọ́tìnì yìí wúlò.	Specifies the number of milliseconds delay after the pointer leaves the panel area before the panel is automatically hidden.This key is only relevant if the autohide key is true.
Tó bá jẹ́ òótọ́,ṣàfihàn àwọn ìṣísẹ̀ nínú àkókò.	If true,display a weather icon.
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,expand the list of birthdays in the calendar window.
Nípa ojú ìdarí kọmpútà GNOME	About the GNOME Desktop
Atọ́nà s kò ṣeé kọ	Directory s is not writable
Kóòdù gbogbogbò UTF-8	Unicode UTF-8
Ààyè pánẹ́ẹ̀lì lórí ásìsì x.Bọ́tìnì yìí kàn wúlò nínú móòdù tí a kò fẹ̀.Nínú móòdù tí a fẹ̀,ṣe ni a pa bọ́tìnì yìí tì ni,a sì gbesí igun ojú kọ̀ǹpútà tí bọ́tìnì ìṣàlàyé sọ ní pàtó	The location of the panel along the x-axis.This key is only relevant in un-expanded mode.In expanded mode this key is ignored and the panel is placed at the screen edge specified by the orientation key.
Kọ́dínéètì X pánẹ́ẹ̀lì	X co-ordinate of panel
Àwon Ààyè Wúnrẹ̀nÌwé-ẹ̀rí	The certificate has expired
South European ISO-8859-3	South European ISO-8859-3
Pa líǹkì ìtàn tí a yàn jẹ	Delete the selected history link
Atọ́nà Tí kò Ṣeé Kọ	Directory not Writable
Kò gbà rárá	Never accept
Kò lè mu 's' ṣiṣẹ́	Could not execute 's
Kò Lè Ṣẹ̀dà Lórí Fáìlì	Cannot Overwrite File
Àwọn Gbàgede Agbègbè	Nearby Sites
Ìgbéwọlé kùnà	Import failed
Pánẹ́ẹ̀lì Ìgun Ìsàlẹ̀	Bottom Edge Panel
Pánẹ́ẹ̀lì Àárín Òkè	Top Centered Panel
Níbo Ni Ẹja Ọ̀dẹ̀ Yẹn Tiwá	From Whence That Stupid Fish Came
Rọ́ọ̀nù nínú támínà	Run in terminal
Sún láàrin àwọn fèrèsé ṣiṣí nípa lílo àtòjọ-ẹ̀yàn	Switch between open windows using a menu
Mú ìṣàmúlò-ètò tó ń ṣe ségesège jáde pẹ̀lú ipá	Force this application to exit
Tó bá jẹ́ òótọ́,a óò ṣàfihàn ìṣàfarawé kọ̀ǹpútà ẹja tí ó yípo lórí àwọn pánẹ́ẹ̀lì òòró.	If true,the fish's animation will be displayed rotated on vertical panels.
Persian MacFarsi	Persian MacFarsi
Greek MacGreek	Greek MacGreek
Àwọn Ibi Alátagbà	Network Places
Western Windows-1252related	Western Windows-1252
Kò lè rí àṣẹ tó fẹ́ mú siṣẹ́	Unable to locate the command to execute
Yọ àká-irinṣẹ́ tí a yàn náà	Remove the selected toolbar
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Launcher Properties
Ìyítumọ̀ Àyọkà	Default encoding
Ṣí fáìlì yìí	Open this file
Yan Atọ́nà	Select a Directory
Ìtẹ̀-ìka ọwọ́ MD5	MD5 Fingerprint
Wòye tàbí kí o tún àwọn àbùdá àmì-ìwé tí a yàn tò	View or modify the properties of the selected bookmark
s,2 ss	s,2 s
Àtójọ ID nǹkan pánẹ́ẹ̀lì	Panel object ID list
Ìgúnrégéàkànṣestate or province should use that instead of region	Custom format
Ṣẹ̀dà àdírẹ̀sì lẹ́tà kọ̀ǹpútà s	Copy email address s
Lo àwọn àwọ̀ tìrẹ dípò àwọn àwọ̀ tí ojú-ìwé náà bèrè fún.	Use your own colors instead of the colors the page requests.
Igbéwọlé Kùnà	Import Failed
friendly timeYesterday 1234 am	Today IM p
Ṣẹ̀dá aṣàfilọ́lẹ̀ tuntun	Create a new launcher
Fún àwọn ìṣàfarawé kọ̀ǹpútà lágbára	Select an animation
Fi àwọn kọ́lọ̀mù àkọ́lé àti àdírẹ̀sì méjèèjì hàn	Show the date and time column
Gbé àwọn àmì-ìwé láti inú awáròyìn mìíràn tàbí fáìlì àwọn àmì-ìwé	Import bookmarks from another browser or a bookmarks file
Táàbù Tilẹ̀	Previous Tab
Pa Ìtàn Rẹ́	Clear History
Lọ sí àyè kan ní pàtó	Go to a specified location
Àwọn ìyítumọ̀ mìíràn	Other encodings
Áíkànnù àṣẹ tí a fẹ́ rọ́ọ̀nù.	The icon of the command to be run.
Àwọn àmì-ìwé FirefoxMozilla	FirefoxMozilla bookmarks
Awáròyìn Wẹ́ẹ̀bù GNOME	GNOME Web Browser
Táàbù Tókàn	Next Tab
Àwọn oníṣẹ́-ọ̀nà tẹ́lẹ̀	Past developers
Gbé Táàbù -Ọtún	Move Tab Right
A,B d Y	A B d s
Nígbà tí a bá ti pa pánẹ́ẹ̀lì jẹ,àti pánẹ́ẹ̀lì àti àwọn ààtò rẹ̀ máa sọnù.	When a panel is deleted,the panel and its settings are lost.
Ṣàfihàn ìgbóríyìn fún àwọn olùdásílẹ̀ awáròyìn wẹ́èbù náà	Display credits for the web browser creators
Àwọn fáìlì agbègbè	Local files
Fi Líǹkì Ránṣẹ́ láti Lẹ́tà Kọ̀ǹpútà.	Send Link by Email…
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò.	Application in Terminal
Gbé Àwọn Àmì-ìwé Wọlé	Import Bookmarks
Férémù yìí nìkan ni ko fihàn nínú fèrèsé yìí	Show only this frame in this window
Ṣẹ̀dà ẹ̀yàn náà	Copy the selection
Tí o bá ti àkọsílẹ̀ náà ní ọ̀nàkọ́nà,wàá sọ ìròyìn náà nù.	If you close the document anyway,you will lose that information.
Ṣàfihàn ìgbóríyìn fún àwọn olùdásílẹ̀ awáròyìn wẹ́èbù náà	Display credits for the web browser creators
Orúkọ Òǹlò	User Name
Tẹ̀ láti wo kàlẹ́ńdà oṣù	Click to hide month calendar
Àwọn irinṣẹ́ fún ìdàgbàsókè ẹ̀yà-ará kọ̀ǹpútà àìfojúrí	Tools for software development
Tó bá jẹ́ òótọ́,a óò yí àwòrán ẹ̀yìn po tí pánẹ́ẹ̀lì náà bá jẹ́ olóòró.	If true,the background image will be rotated when the panel is oriented vertically.
Tó bá jẹ́ òótọ́,àtòjọ fèrèsé á fi àwọn fèrèsé láti inú gbogbo àwọn ààyè-iṣẹ́ hàn.Láì jẹ́ bẹ́ẹ̀,yóò kàn ṣàfihàn àwọn fèrèsé láti inú ààyè-iṣẹ́ lọ́wọ́lọ́wọ́ ni.	If true,the window list will show windows from all workspaces.Otherwise it will only display windows from the current workspace.
Àṣìṣe ìyípadà ìwé 's' snamename	Error rewinding file 's' s
Àwọn IID ápúlẹ́ẹ̀tì tí a kò jẹ́ kí wọn kì	Applet IIDs to disable from loading
Sún sí ààyè-iṣẹ́ kejì	Switch to workspace 2
Bóyá ká píríǹtì déètì náà nínú àyọkà ìsàlẹ̀-ilà	Whether to print the background images
Àwọn Fèrèsé Ìtasókè	Popup Windows
Western ISO-8859-1	Western ISO-8859-1
Táàbù Tókàn	Next Tab
Àwọn Ìṣàmúlò-ètò Ọ́fíìsì	Office Applications
Ń sọ ní pàtó dídí ìgúnrégé àwọ̀ ẹ̀yìn .Tí àwọ̀ náà kò bá dí pátá fálù tó kéré sí 65535 a óò to àwọ̀ náà pọ̀ sórí àwòrán ẹ̀yìn ojú-iṣẹ́.	Specifies the opacity of the background color format.If the color is not completely opaque a value of less than 65535,the color will be composited onto the desktop background image.
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódàDesktop FolderDesktop Folder	Open your personal folder
Fi àkókò pẹ̀lú àwọn ìṣísẹ̀ hàn	Show time with seconds
Àṣìṣe kíkọ fáìlì sáà 's' s	Error writing session file 's' s
Ri pé o ní àkókò àti déètì lọ́wọ́lọ́wọ́	Get the current time and date
Àtòjọ àwọn ID ápúlẹ́ẹ̀tì pánẹ́ẹ̀lì.ID kọ̀ọ̀kan ń tọ́ka sí nǹkan pánẹ́ẹ̀lì kọ̀ọ̀kan b.a.aṣàfilọ́lẹ̀,bọ́tìnì iṣẹ́ tàbí àkábọ́tìnì àtòjọ-ẹ̀yàn.A fi àwọn ààtò fún àwọn nǹkankọ̀ọ̀kan pamọ́ sínú appspanelobjects id.	A list of panel object IDs.Each ID identifies an individual panel object e.g.a launcher,action button or menu buttonbar.The settings for each of these objects are stored in appspanelobjects id.
