input	target
When a drawer is deleted,the drawer and its settings are lost.	Mgbe ehichara drọwa,drọwa na nhazi ya ga-efu.
Create a new launcher	Kewapụta obubata ọfụụ
Filename for the default side pane background.Only used if sidepanebackgroundset is true.	Ahafaịlụ maka okpuru saịd pen dìfọ́ọ̀ltụ̀.A na-eji ya ma ọ bụrụ na saịdpenokpurunhazi bụ eziokwu.
Create Web Application	Kewapụta isiokwu ọfụụ
The SELinux security context of the file.	Ụdị mime nke faịlụ.
Hide application windows and show the desktop	Zoo windo usoroiheomume ma gosi desktọọpụ
Could not display help document	Agaghị egosinwu nnyemaka dọkumenti
Switch to workspace 7	Banye na wọ́kspéèsì 7
Search for Files.	Chọọ faịlụ.
Metacity was compiled without support for verbose mode	Atụgharịrị metacity na-enweghị nkwado maka vèbóòsù móòdù
Hebrew MacHebrew	Hebrew MacHebrew
Open the trash	Jiri mepee s
Select all history links or text	Họrọ ụzọ njikọ agụgụala niile mọọbụ ngwe
Show the date and time column	Gosi ma isiokwu ma mpagharaogologo ngosi ebe
Move windows to current workspace when unminimized	Kpụga windo ndị ahụ na wọkspeesi nọ mgbe ahụ mgbe á ná-ēpéwágá ya mpe
The folder contents could not be displayed.	Agaghị egosinwu ndịna nsomebefaịlụ ahụ.
Hebrew Windows-1255	Hebrew Windows-1255
Delete the selected bookmark or topic	Hichaa búùkmáàkị̀ mọọbụ isiokwu ahụ a họọrọ
The name s is not valid.Please use a different name.	Aha ahụ s enweghị isi.Biko jiri aha ọzọ.
Enter a web address to open,or a phrase to search for	Pịnye ngosi ebe wéèbụ̀́ ka o mepee,mọọbụ nkebiokwu ị ga-achọ na ya n'ime wéèbụ̀ ahụ
Unicode UTF-32 LE	Unicode UTF-32 LE
Delete the selected history link	Hichaa nhọrọ nke agụgụala ụzọ njikọ
lM p	lM p
No terminal command has been defined.	Onweghị ntiiwu ngwaọrụ mbubata na mbupụ ozi akọwarala.
System configuration and monitoring	Nhazi na ilereanya nke sistem
Restore each selected icon to its original size	Weghachi aịkọn nke ọbụla a họọrọla n'ụhara nke izizi ya
Metacity was compiled without support for verbose mode	Atụgharịrị metacity na-enweghị nkwado maka vèbóòsù móòdù
Always accept	Na-anabata mgbe ọbụla
Go to the home page	Gaa n'ihu inyogo
Moving Files	Ikpụgha faịlụ ndị ahụ
Maximize Window	Bawanye Windo
Coordinate expression contains integer 's' which could not be parsed	Chịkọlata nkọwa nwere ịntiga 's' nke ga-agaghị enwenwu ike ntọsasị
Epiphany RDF	Epiphany RDF
httpwww.google.comsearch qsamp ieUTF-8amp oeUTF-8	httpwww.google.co.uksearch qsieUTF-8oeUTF-8
Today IM p	friendly timeYesterday 1234 am
System configuration and monitoring	Nhazi na ilereanya nke sistem
The color cannot be installed.	Agaghị ewunyenwu ụcha ahụ.
Nautilus is free software you can redistribute it andor modify it under the terms of the GNU General Public License as published by the Free Software Foundation either version 2 of the License,or at your option any later version.	Nautilus bụ sọftwịa a hapụụrụ ndị ojieme ị ga-ekesagharịkwa ya nakwamọọbụ megharịa ya n'okpuru iheọrụ nke ndị GNU ikike zurugbezurugbe dịka ebipụtara site n'aka ndị Free Software Foundation ma ọ bụ agbanke 2 nke ikike ahụ,mọọbụ n'etu isi họrọ na-agbanke emechaa.
s s	s ndebatas
South European ISO-8859-3	South European ISO-8859-3
Paste the clipboard	Mapanye òchékwáōzím̀gbèńtà
Activate Screensaver	Mee ka Skriinseva rụwa ọrụ
These windows do not support save current setupquot and will have to be restarted manually next time you log in.	Windo ndị a anaghị akwado save current setup ma a ga-ebidogharịa ya n'aka mgbe ọzọ ị banyere.
Open the selected bookmark in a new window	Mepee búùkmáàkị̀ nke ahụ a họọrọ na windo ọfụụ
Rotate on vertical panels	Tụgharịa na vatịkal paneelụ
Save link s	Chekwaa ụzọ njikọ 's
A list of panel object IDs.Each ID identifies an individual panel object e.g.an applet,launcher,action button or menu buttonbar.The settings for each of these objects are stored in appspanelobjects id.	Ndesịta IDs ọbjektị paneelụ.ID nke ọbụla na-egosi ọbjektị paneelụ ọmụmatụ obubata,bọtịnị mmem mọọbụ bọtịnị menubar.Nhazi maka ọbjektị ndị a ka echekwara na appspanelobjects id.
Open the bookmarks in this topic in new tabs	Mepee búùkmáàkị̀ nke ahụ a họọrọ na táàbụ̀ ọfụụ
Copy the selection	Debata ihenhọrọ ahụ
Panel object ID list	Ndesịta ID ọbjektị paneelụ
Delete the selected bookmark or topic	Hichaa búùkmáàkị̀ mọọbụ isiokwu ahụ a họọrọ
Nearby Sites	Ahazighi ya
Today IM p	friendly timeYesterday 1234 am
If set to true,newly opened windows will have the status bar visible.	Ọ bụrụ na a haziri ya na eziokwu,windo ndị á kà mepere ọfụụ ga-eme ka áhụ́ status báà anya.
Any type of connection	Ụdị nsụnye nke ọbụla
Use your own colors instead of the colors the page requests.	Jiri ụcha nke gị kama iji ụcha nke ihuakwụkwọ chọrọ.
Vietnamese VPS	Vietnamese VPS
Copyright Id–Id The Files authors	Copyright 1999-2005 Ndị odee Nautilus
Icon 's' not found	Achọtaghị aịkọn
metacity-theme-viewer THEMENAME	Njieme omengosi-isiokwu-metacity THEMENAME
Enable caret browsing mode	Jiri móòdù omenchọgharị Kárēètị̀.
Gtkcustom format is gtkcustomcolorname,fallback,s does not fit the format	Ọdịdị shéèdì bụ shadebasecolorfactor,s ọdaghị n'ọnọdụ
Select Move Destination	Họrọ aịkọn
Whether to print the date in the footer	Ma a ga-ebipụta ụbọchị na ngwe okpuru ihuakwụkwọ
Delete Permanently	Hichaa ozugbo
Free space	Ohere a hapụrụ
Bookmark link s	Búùkmáàkị̀á ụzọ njikọ 's
UNIX time	Oge UNIX
Monitor for menu changes	Inyogo maka mgbanwe menu
There is nothing on the clipboard to paste.	Onweghị ihe nọ n'ébéōchékwáōzím̀gbèńtà a ga-amapanye.create new folder
S more space is required to copy to the destination.	Enweghị ohere n'ụlọ.
Delete Permanently	Hichaa ozugbo
Could not create a temporary directory in s.	Ọdịda n'ikewapụta ebenlereanya s.
This name can be set if you want a custom name for the computer icon on the desktop.	A ga-ahazinwu aha a ma ọ bụrụ na ịchọrọ aha emeredịkachọrọ maka aịkọn kọmputa na desktọ́ọ̀pụ̀.
Western ISO-8859-15	Western ISO-8859-15
Page Source	Ebensinweta ihuakwụkwọ
Open the selected bookmark in a new window	Mepee búùkmáàkị̀ nke ahụ a họọrọ na windo ọfụụ
Specifies the number of pixels visible when the panel is automatically hidden into a corner.This key is only relevant if the autohide key is true.	Na-ezipụta ọnụọgụgụ nke mmebereinyogo ahụrụ anya mgbe paneelụ ji aka ya zoghzrịa onwe ya n'otu kọna.Kii a sọsọ bara uru ma ọ buru na kii autohide bụ eziokwu.
The use of this key was deprecated in GNOME 2.6 in favour of the 'format' key.The schema is retained for compatibility with older versions.	N'iji Kii a kà édìprìkéètìrì na GNOME 2.6 n'uru nke Kii 'nhazi'.Edesara Ndesita atụmatụ a maka nrụkọrụ ya na agba nke ochie.
Disk space	Ohere diski
Select all bookmarks or text	Họrọ búùkmáàks niile mọọbụ ngwe
Switch to workspace 10	Banye na wọ́kspéèsì 10
The folder contents could not be displayed.	Agaghị egosinwu ndịna nsomebefaịlụ ahụ.
Gurmukhi MacGurmukhi	Gurmukhi MacGurmukhi
Public FTP	FTP keọ̀hà
Unicode UTF-32 LE	Unicode UTF-32 LE
Baltic ISO-8859-13	Baltic ISO-8859-13
Replace the running window manager	Nsogbu dị̄ n'onyenlekọta windo
Whether to ask for confirmation when deleting files,or emptying Trash	Ma ọ bụ ka a jụọ maka nkwepụta mgbe a na-akpụga faịlụ ndị ahụ n'ebemkpofuozi
Rename the selected bookmark or topic	Bagharịa aha búùkmáàkị̀ mọọbụ isiokwu nke ahụ a họọrọ
Pick a color	Họrọ ụcha
By Size	Site n'ụhara
A list of panel object IDs.Each ID identifies an individual panel object e.g.an applet,launcher,action button or menu buttonbar.The settings for each of these objects are stored in appspanelobjects id.	Ndesịta IDs ọbjektị paneelụ.ID nke ọbụla na-egosi ọbjektị paneelụ ọmụmatụ obubata,bọtịnị mmem mọọbụ bọtịnị menubar.Nhazi maka ọbjektị ndị a ka echekwara na appspanelobjects id.
If true,show date in a tooltip when the pointer is over the clock.	Ọ bụrụ na ọ bụ eziokwu,Gosi ụbọchị n'ime tuultip mgbe pọịnta nọ n'elekere.
About the GNOME Desktop	Maka ihe gbasara GNOME Desktọ́ọ̀pụ̀
Maximize Window	Bawanye Windo
s s	s s
s - File Browser	s - Omenchọgharị faịlụ
Popup Windows	Pọpọp Windos
Epiphany appears to have exited unexpectedly the last time it was run.You can recover the opened windows and tabs.	Epiphany na-egosi dịka ọpụọla na-amaghị ama n'oge ikpeazu arụrụ ọrụ na ya.Inwere ike inweta windo ndị ahụ mepere emepe nakwa táàbs.
nested tag	néstéèdì táàgị̀
Add Bookmark…	Tinye Búùkmáàkị̀
Show on Toolbar	Gosi mọọbụ zòó tulbáà
Show in folder	Gosi mọọbụ zòó tulbáà
Disk space	Ohere diski
By Size	Site n'ụhara
Before running Nautilus,please create these folders,or set permissions such that Nautilus can create them.	Tupuu ibido Nautilus,biko kewapụta nsomebefaịlụ ndị a,mọọbụ hazie ikike n'ụzọ nautilus ga-ekewapụtanwu ha.
New Incognito Window	Windo ọfụụ
Show the date and time column	Gosi ma isiokwu ma mpagharaogologo ngosi ebe
Western Windows-1252	Western Windows-1252related
Force Quit	Nwepụ n'ike
Unable to eject s	Enwenwughị ike idochi faịlụ
nested tag	néstéèdì táàgị̀
Friends of GNOME	Ndị enyi GNOME
Public FTP	FTP keọ̀hà
Restore each selected icon to its original size	Weghachi aịkọn nke ọbụla a họọrọla n'ụhara nke izizi ya
Alpha must be between 0.0 invisible and 1.0 fully opaque,was g	Alpha ga-adịrịrị n'etiti 0.0 ahụghị anya ǹchá n̄chá na 1.0 Ahụchaghị anya ọfụma,bụ g
Background color	Ucha okpuru
Default zoom level	Ógó zum dìfọ́ọ̀ltụ̀
S more space is required to copy to the destination.	Enweghị ohere n'ụlọ.
There was an error displaying help.	Enwere ndehie mgbe a na-egosi nnyemaka.
These windows do not support save current setupquot and will have to be restarted manually next time you log in.	Windo ndị a anaghị akwado save current setup ma a ga-ebidogharịa ya n'aka mgbe ọzọ ị banyere.
Copy the selection	Debata ihenhọrọ ahụ
These windows do not support save current setupquot and will have to be restarted manually next time you log in.	Windo ndị a anaghị akwado save current setup ma a ga-ebidogharịa ya n'aka mgbe ọzọ ị banyere.
Include NoDisplaytrue entries	Gbakwunye mbanye ahụ
The icon view encountered an error.	Ngosi s ahụ banyere na ndehie mgbe ọ na-ebido.
If you choose to force an application to exit,unsaved changes in any open documents in it might get lost.	Wepụ usoroiheomume a n'ike Dọkumenti ọbụla emepere emepe ga-efu.
Move Tab Left	Kpụga na táàbụ̀ akaekpe
Paste the clipboard	Mapanye òchékwáōzím̀gbèńtà
Middle clicking on the main view pane will open the web page pointed to by the currently selected text.	Pịa n'etiti péènù ngosi nkeisi ga-emepe ngwaọrụ www nke apọịntịrị na site na ngwe a họrọla ọfụụ.
Recover previous browser windows and tabs	Nweta táàbs na windo omenchọgharị ochie
These files are on an Audio CD.	Faịlụ ahụ abụgḥị inyogo.
Unicode UTF-32 BE	Unicode UTF-32 BE
Enable animations	N'ekwe anịmeshiọn
Use own fonts	Jiri ihumkpụrụedemede nke gị
Replace the running window manager	Nsogbu dị̄ n'onyenlekọta windo
Import Bookmarks from File	Bubata búùkmáàks site na faịlụ
GTK custom color specification must have color name and fallback in parentheses,e.g.gtkcustomfoo,bar could not parse s	GTK nzipụta ụcha ga-enwe akara mmechi ma agachaa ọnọdụ,ọmụmaatụ.gtkfgNORMAL ebe NỌ́MÁÀLỤ̀ bụ ọnọdụ agaghị enwenwu ike ịtọsasi s
Not a launchable item	Ọ bụghị ihenhọrọ dị̄ mbubata
GConf key s is set to an invalid type	Kíì GCon s ka ekpokọtara n'ụdị enweghị isi
Copyright Id–Id The Files authors	Copyright 1999-2005 Ndị odee Nautilus
GNOME's greatest strength is our strong community.Virtually anyone,with or without coding skills,can contribute to making GNOME better.	Ike GNOME bụ nkwekọrịta ndị mmadụ gbasara ya.Ọbụnagodi onye ọbụla,má mọọbụ amaghị usoromumeihe ọrụ ǹkà ya,ga-enwenwu ike inyeaka n'ọdị mma GNOME.
Main Menu	Menu nkeisi
The name s is not valid because it contains the character .Please use a different name.	Aha ahụ s enweghị isi maka na o nwere mkpụrụ okwu ahụ .Biko jiri aha ọzọ.
Paste the clipboard	Mapanye òchékwáōzím̀gbèńtà
httpwww.bing.comsearch qs	httpwww.google.co.uksearch qsieUTF-8oeUTF-8
Unicode UTF-8	Unicode UTF-8
Create a new launcher	Kewapụta obubata ọfụụ
Moving B to B	Ibagharị aha s to s.
Sign Text	Chọ̀ọ́ nke ọzọ
Unable to eject location	Gaa n'ebe kọmputa
Specifies the number of pixels visible when the panel is automatically hidden into a corner.This key is only relevant if the autohide key is true.	Na-ezipụta ọnụọgụgụ nke mmebereinyogo ahụrụ anya mgbe paneelụ ji aka ya zoghzrịa onwe ya n'otu kọna.Kii a sọsọ bara uru ma ọ buru na kii autohide bụ eziokwu.
Web Content	Ndịna nke ahụrụ anya nke a na-enweta na websaịtị
Bookmark the selected history link	Búùkmáàkị̀á nhọrọ nke agụgụala ụzọ njikọ
Nautilus uses the users home folder as the desktop	Nautilus na-eji nsomebefaịlụ ụlọ nke ndị ojieme dịka desktọ́ọ̀pụ̀
Enable JavaScript	Hapụ ndesịta asụsụ program
This is a demo button with a 'quit' icon	Nke a bụ demo bọtịn nwere aịkọn 'nkwụsị
Epiphany RDF	Epiphany RDF
There are unsubmitted changes to form elements	Enwere mgbanwe a na-enyeghị na fọm elementị
Sorry,could not change the owner of s s	Ndọ,Agbanwenwughị ónyénwē nke s.
Export Bookmarks…	Bupụ Búùkmáàks
Access was denied.	Ekweghị mbanye ahụ.foo
Session management options	Ihenhọrọ ogemmem
Not a launchable item	Ọ bụghị ihenhọrọ dị̄ mbubata
Zoom Out	Zúùmù pụta
Hebrew MacHebrew	Hebrew MacHebrew
Clear Personal Data	Data nkeonwe
If true,show date in a tooltip when the pointer is over the clock.	Ọ bụrụ na ọ bụ eziokwu,Gosi ụbọchị n'ime tuultip mgbe pọịnta nọ n'elekere.
Import Bookmarks from File	Bubata búùkmáàks site na faịlụ
GaleonKonqueror bookmarks	Búùkmáàks GaleonKonqueror
Display bookmarks help	Gosipụta Nnyemaka búùkmáàks
Center panel on x-axis	Etiti paneelụ na x-axis
Export bookmarks to a file	Bupụ búùkmáàks̀ na faịlụ
Compact View	Ngosi ndịna
Copy the selection	Debata ihenhọrọ ahụ
Thai Windows-874	Thai Windows-874
Text Encoding	Ndenye kóòdù ngwe
Keep icons sorted by trash time in rows	Desa aịkọn n'ụdị nhazi site n'aha na mpagharauhie ndị ahụ
The use of this key was deprecated in GNOME 2.6 in favour of the 'format' key.The schema is retained for compatibility with older versions.	N'iji Kii a kà édìprìkéètìrì na GNOME 2.6 n'uru nke Kii 'nhazi'.Edesara Ndesita atụmatụ a maka nrụkọrụ ya na agba nke ochie.
Hebrew MacHebrew	Hebrew MacHebrew
Display this location with the icon view.	Gosi ebe a ya na s
Issued On	Enyere na
Property s on window 0xlx contained invalid UTF-8	Ngwaọrụ s na windo 0xlx nwere UTF-8 na-enweghị isi
Clear History	Kpochaa ntọala
Arabic ISO-8859-6	Arabic ISO-8859-6
Import Bookmarks from File	Bubata búùkmáàks site na faịlụ
By Modification Date	Site Ụbọchị mmegharị
